origin,commodity_form,year,shipments
Baltimore,staves,1891,40
Baltimore,staves,1895,40
Bordeaux,pit props,1887,40
Boston,shooks,1891,40
Danzig,timber,1891,40
Danzig,timber,1895,40
Drammen,battens,1889,40
Drammen,boards,1897,40
Gefle,battens,1887,40
Gothenburg,wood,1895,40
Hernosand,deals,1885,40
Hudikswall,deals,1885,40
Klaipeda,deals,1877,40
Kotka,deals,1883,40
Kotka,staves,1887,40
Kragero,pit props,1891,40
Liepāja,staves,1895,40
Miramichi,deals,1874,40
New York,doors,1897,40
New York,wood,1899,40
Philadelphia,lumber,1899,40
Porsgrund,poles,1889,40
Quebec City,deal ends,1887,40
Quebec City,ends,1893,40
Quebec City,squares,1885,40
Quebec City,squares,1889,40
Riga,squares,1889,40
Risoer,pit props,1891,40
Soderhamn,battens,1899,40
Soderhamn,deals,1897,40
Soderhamn,firewood,1885,40
St. John,boards,1889,40
Stettin,timber,1887,40
Stockholm,deals,1887,40
Trondheim,deals,1889,40
Uddevalla,pit props,1899,40
Vannes,pitwood,1891,40
Archangel,battens,1881,39
Archangel,battens,1883,39
Archangel,battens,1885,39
Archangel,battens,1887,39
Archangel,boards,1883,39
Archangel,ends,1881,39
Archangel,ends,1889,39
Archangel,ends,1893,39
Arendal,pit props,1881,39
Auray,pitwood,1897,39
Christiania,battens,1874,39
Christiania,poles,1891,39
Cronstadt,boards,1897,39
Danzig,staves,1874,39
Danzig,timber,1899,39
Fredrikstad,battens,1899,39
Gothenburg,firewood,1891,39
Gothenburg,rails,1897,39
Konigsberg,sleepers,1881,39
Konigsberg,sleepers,1885,39
Kotka,battens,1885,39
Ljusne,deals,1883,39
Miramichi,ends,1881,39
Mobile,deals,1899,39
New York,staves,1884,39
Newport News,lumber,1897,39
Philadelphia,staves,1881,39
Riga,boards,1885,39
Riga,pit props,1895,39
St. John,ends,1895,39
St. John,scantlings,1874,39
Stettin,pit props,1893,39
Trondheim,battens,1889,39
Uleaborg,deals,1899,39
Varberg,pit props,1889,39
Archangel,boards,1889,38
Auray,pitwood,1895,38
Baltimore,boards,1895,38
Bjorneborg,battens,1885,38
Christiania,poles,1889,38
Christiania,timber,1889,38
Christiania,wood,1899,38
Christiansand,pit props,1879,38
Cronstadt,battens,1875,38
Danzig,timber,1887,38
Danzig,timber,1893,38
Drammen,boards,1895,38
Gothenburg,firewood,1885,38
Gothenburg,laths,1875,38
Gothenburg,poles,1887,38
Gothenburg,rails,1899,38
Hennebont,pit props,1893,38
Kalmar,pit props,1899,38
Konigsberg,pit props,1895,38
Kotka,deals,1889,38
Laurvig,boards,1889,38
Montreal,deal ends,1899,38
New Orleans,lumber,1897,38
New York,boards,1885,38
Quebec City,ends,1874,38
Quebec City,staves,1889,38
Quebec City,timber,1885,38
Redon,pitwood,1895,38
Riga,firewood,1891,38
Riga,squares,1874,38
Riga,timber,1891,38
Skien,timber,1889,38
Skutskar,deals,1885,38
Soderhamn,firewood,1887,38
St. John,ends,1899,38
St. John,palings,1875,38
St. Petersburg,rickers,1897,38
Stettin,timber,1877,38
Sundswall,timber,1877,38
Trondheim,battens,1893,38
Apalachicola,deals,1885,37
Archangel,firewood,1887,37
Arendal,mining timber,1881,37
Bordeaux,pitwood,1900,37
Boston,lumber,1893,37
Christiania,deals,1883,37
Christiania,pit props,1895,37
Cronstadt,boards,1893,37
Dordrecht,hoops,1881,37
Drammen,flooring,1885,37
Fredrikstad,firewood,1887,37
Fredrikstad,firewood,1897,37
Fredrikstad,firewood,1899,37
Fredrikstad,flooring,1885,37
Gefle,boards,1875,37
Gothenburg,deals,1877,37
Gothenburg,mining timber,1891,37
Gothenburg,splits,1883,37
Klaipeda,staves,1897,37
Konigsberg,sleepers,1891,37
Laurvig,pit props,1877,37
Laurvig,pit props,1891,37
Mobile,deals,1889,37
New York,boards,1899,37
New York,scantlings,1883,37
New York,staves,1875,37
New York,wood,1885,37
Porsgrund,poles,1891,37
Quebec City,boards,1885,37
Quebec City,ends,1891,37
Rafso,battens,1889,37
Redon,pitwood,1891,37
Riga,battens,1877,37
Rotterdam,hoops,1884,37
Skien,pit props,1881,37
Skutskar,deals,1893,37
Soderhamn,deals,1877,37
St. John,battens,1891,37
St. Petersburg,pit props,1889,37
Sundswall,firewood,1897,37
Sundswall,pit props,1899,37
Uleaborg,battens,1881,37
Västervik (Westerwik),pit props,1889,37
Archangel,ends,1899,36
Christiania,pit props,1897,36
Christiania,poles,1899,36
Cronstadt,battens,1877,36
Danzig,timber,1897,36
Drammen,battens,1879,36
Drammen,flooring,1889,36
Gothenburg,wood,1874,36
Gothenburg,wood pulp,1874,36
Hamburg,mouldings,1883,36
Hennebont,pitwood,1895,36
Hernosand,battens,1891,36
Kotka,deals,1879,36
Kotka,firewood,1881,36
Kragero,pit props,1893,36
Montreal,doors,1899,36
Montreal,ends,1889,36
Montreal,timber,1899,36
Moss,pit props,1883,36
New York,hoops,1887,36
Newport News,lumber,1899,36
Quebec City,deal ends,1893,36
Rafso,battens,1893,36
Riga,blocks,1889,36
Riga,boards,1891,36
Soderhamn,battens,1893,36
Soderhamn,boards,1889,36
St. John,boards,1897,36
St. John,deal ends,1887,36
St. John,scantlings,1875,36
Stockholm,deals,1885,36
Varberg,pit props,1891,36
Abo,deals,1883,35
Archangel,boards,1887,35
Bjorneborg,deals,1877,35
Christiania,poles,1883,35
Cronstadt,boards,1891,35
Cronstadt,deal ends,1874,35
Drammen,staves,1883,35
Fredrikstad,battens,1897,35
Gefle,firewood,1893,35
Gothenburg,firewood,1889,35
Halifax,deals,1895,35
Helsingfors,battens,1893,35
Hernosand,firewood,1891,35
Hernosand,pit props,1897,35
Kotka,battens,1889,35
Kotka,staves,1889,35
Kragero,pit props,1899,35
Liepāja,staves,1897,35
Miramichi,deals,1891,35
Montreal,ends,1887,35
New York,boards,1881,35
New York,logs,1881,35
New York,mouldings,1891,35
Norfolk,staves,1883,35
Pensacola,deals,1899,35
Pensacola,timber,1893,35
Portland,lumber,1899,35
Rafso,deals,1893,35
Rangoon,planks,1895,35
Rangoon,scantlings,1899,35
Riga,timber,1887,35
Risoer,pit props,1885,35
Soderhamn,battens,1874,35
Soderhamn,deals,1891,35
St. John,battens,1897,35
Uleaborg,deals,1883,35
Vannes,pitwood,1893,35
Wyborg,deals,1899,35
Abo,battens,1889,34
Baltimore,staves,1897,34
Bergkvara,pit props,1897,34
Bordeaux,wood,1887,34
Boston,boards,1899,34
Christiania,blocks,1887,34
Christiania,deals,1874,34
Cronstadt,battens,1874,34
Cronstadt,rickers,1875,34
Danzig,deals,1883,34
Danzig,deals,1885,34
Danzig,lathwood,1881,34
Danzig,staves,1879,34
Doboy,deals,1881,34
Drammen,flooring,1887,34
Gefle,firewood,1895,34
Gothenburg,doors,1899,34
Halden,boards,1893,34
Kalmar,pit props,1897,34
Klaipeda,sleepers,1889,34
Kotka,battens,1883,34
Kotka,staves,1881,34
Miramichi,deal ends,1881,34
Miramichi,palings,1881,34
New Orleans,logs,1899,34
New York,handles,1899,34
New York,planks,1899,34
Philadelphia,staves,1893,34
Porsgrund,battens,1881,34
Porsgrund,pit props,1879,34
Porsgrund,poles,1881,34
Quebec City,timber,1889,34
Rafso,battens,1895,34
Rangoon,planks,1899,34
Riga,ends,1874,34
Riga,ends,1875,34
Skien,squares,1889,34
Soderhamn,boards,1887,34
Soderhamn,boards,1897,34
St. John,battens,1881,34
St. John,deal ends,1874,34
St. John,palings,1877,34
St. Petersburg,battens,1889,34
Stockholm,battens,1883,34
Wyborg,battens,1881,34
Wyborg,battens,1899,34
Arendal,mining timber,1889,33
Arendal,pit props,1893,33
Arendal,wood,1883,33
Bathurst,deals,1883,33
Bjorneborg,battens,1889,33
Christiania,battens,1889,33
Christiania,spars,1897,33
Cronstadt,deal ends,1881,33
Cronstadt,rickers,1887,33
Falkenberg,pit props,1897,33
Gothenburg,blocks,1895,33
Gothenburg,boards,1879,33
Gothenburg,boxboards,1897,33
Gothenburg,deals,1874,33
Gothenburg,mouldings,1897,33
Gothenburg,staves,1883,33
Gothenburg,staves,1889,33
Gothenburg,wood,1893,33
Hennebont,pitwood,1887,33
Hernosand,battens,1887,33
Hernosand,deals,1887,33
Hernosand,deals,1895,33
Hudikswall,deals,1887,33
Hudikswall,pit props,1895,33
Kalmar,pit props,1895,33
Klaipeda,sleepers,1881,33
Klaipeda,sleepers,1895,33
Kotka,battens,1891,33
Kragero,pit props,1895,33
Nantes,pitwood,1883,33
New York,doors,1885,33
New York,oars,1891,33
Pascagoula,deals,1889,33
Riga,pit props,1883,33
Riga,timber,1883,33
Riga,timber,1885,33
Skelleftea,battens,1885,33
Skien,pit props,1887,33
Skien,pit props,1895,33
Skutskar,battens,1889,33
St. John,battens,1895,33
St. John,boards,1875,33
St. John,scantlings,1877,33
Wyborg,deals,1879,33
Baltimore,planks,1897,32
Bjorneborg,staves,1889,32
Bordeaux,hoops,1889,32
Boston,handles,1899,32
Christiania,boards,1874,32
Christiania,poles,1885,32
Christiansand,staves,1883,32
Cronstadt,ends,1895,32
Cronstadt,firewood,1897,32
Danzig,pit props,1889,32
Drammen,deals,1883,32
Fredrikstad,battens,1889,32
Fredrikstad,battens,1891,32
Fredrikstad,boards,1877,32
Gefle,firewood,1887,32
Gothenburg,crowntrees,1889,32
Gothenburg,lathwood,1883,32
Gothenburg,woodware,1889,32
Hamburg,mouldings,1893,32
Hamburg,wood,1891,32
Hennebont,pitwood,1889,32
Hernosand,deals,1881,32
Hernosand,deals,1883,32
Kotka,battens,1881,32
Kotka,deals,1893,32
Kragero,pit props,1897,32
Laurvig,battens,1877,32
Montreal,boards,1883,32
New York,logs,1891,32
Pensacola,deals,1897,32
Redon,pitwood,1899,32
Richibouctou,deals,1874,32
Richibouctou,deals,1883,32
Riga,squares,1885,32
Skien,pit props,1893,32
Skutskar,deals,1891,32
Skutskar,deals,1899,32
Soderhamn,boards,1899,32
Soderhamn,firewood,1889,32
St. John,ends,1887,32
St. John,scantlings,1893,32
St. Petersburg,deals,1897,32
Stockholm,deals,1895,32
Stockholm,deals,1899,32
Vannes,pitwood,1883,32
Vannes,pitwood,1885,32
Archangel,battens,1889,31
Arendal,pit props,1897,31
Arendal,wood pulp,1883,31
Auray,pitwood,1885,31
Baltimore,boards,1891,31
Bjorneborg,deals,1887,31
Boston,lumber,1887,31
Boston,lumber,1889,31
Christiania,battens,1885,31
Christiania,poles,1887,31
Christiania,wood,1874,31
Cronstadt,lathwood,1877,31
Danzig,pit props,1885,31
Drammen,battens,1885,31
Fredrikstad,flooring,1881,31
Gefle,boards,1879,31
Gothenburg,joinery,1885,31
Gothenburg,mining timber,1883,31
Gothenburg,mining timber,1893,31
Hamburg,mouldings,1897,31
Hernosand,deals,1891,31
Hernosand,firewood,1893,31
Hudikswall,deals,1879,31
Kalmar,pit props,1883,31
Kalmar,pit props,1889,31
Kotka,deals,1881,31
Kotka,staves,1883,31
Kotka,staves,1885,31
Liepāja,sleepers,1897,31
Ljusne,deals,1885,31
Lorient,pitwood,1883,31
Montreal,splints,1895,31
New York,logs,1887,31
New York,mouldings,1897,31
New York,wood,1881,31
Pensacola,timber,1895,31
Porsgrund,timber,1881,31
Quebec City,splints,1885,31
Quebec City,timber,1879,31
Quimper,pitwood,1887,31
Riga,deal ends,1895,31
Riga,firewood,1885,31
Riga,firewood,1895,31
Skutskar,deals,1887,31
Soderhamn,battens,1891,31
St. Petersburg,deals,1891,31
St. Petersburg,lathwood,1891,31
Stockholm,deals,1889,31
Uddevalla,pit props,1889,31
Uleaborg,deals,1893,31
Auray,pitwood,1881,30
Baltimore,boards,1893,30
Bjorneborg,staves,1887,30
Blaye,pitwood,1887,30
Brevig,timber,1881,30
Christiania,blocks,1889,30
Christiania,mining timber,1891,30
Christiania,mining timber,1893,30
Christiania,mining timber,1899,30
Christiania,poles,1893,30
Christiania,wood,1887,30
Christiania,wood,1891,30
Christiania,wood pulp,1874,30
Cronstadt,boards,1883,30
Dordrecht,hoops,1885,30
Drammen,pit props,1877,30
Drammen,pit props,1895,30
Fredrikstad,battens,1883,30
Fredrikstad,firewood,1885,30
Fredrikstad,flooring,1887,30
Fredrikstad,staves,1889,30
Gothenburg,doors,1891,30
Gothenburg,firewood,1893,30
Gothenburg,joinery,1883,30
Gothenburg,mining timber,1895,30
Gothenburg,mouldings,1893,30
Gothenburg,posts,1895,30
Gothenburg,splits,1897,30
Halden,boards,1885,30
Halden,boards,1887,30
Halden,pit props,1899,30
Hudikswall,battens,1885,30
Kemi,deals,1899,30
Kotka,deals,1877,30
Kotka,deals,1899,30
Lorient,pitwood,1899,30
Miramichi,ends,1887,30
Mobile,deals,1893,30
Montreal,timber,1897,30
New York,blocks,1887,30
New York,planks,1883,30
Newport News,planks,1899,30
Nyhamn,deals,1881,30
Quebec City,ends,1899,30
Rafso,boards,1899,30
Riga,pit props,1877,30
St. John,boards,1885,30
St. John,deal ends,1893,30
St. Petersburg,lathwood,1883,30
St. Petersburg,lathwood,1895,30
Stockholm,battens,1881,30
Sundswall,battens,1879,30
Sundswall,spars,1885,30
Uddevalla,pit props,1881,30
Uleaborg,deals,1895,30
Ventspils,pit props,1891,30
Ventspils,sleepers,1874,30
Apalachicola,deals,1883,29
Baltimore,boards,1897,29
Baltimore,squares,1895,29
Bjorneborg,battens,1887,29
Bjorneborg,deals,1889,29
Bordeaux,pit props,1889,29
Boston,planks,1899,29
Christiania,boxboards,1889,29
Christiania,spars,1899,29
Christiania,staves,1883,29
Christiania,staves,1885,29
Cronstadt,ends,1891,29
Darien,deals,1883,29
Dordrecht,hoops,1883,29
Drammen,flooring,1881,29
Drammen,pit props,1883,29
Drammen,staves,1887,29
Falkenberg,pit props,1879,29
Fredrikstad,battens,1887,29
Fredrikstad,battens,1895,29
Gefle,firewood,1897,29
Gothenburg,firewood,1897,29
Gothenburg,pit props,1884,29
Gothenburg,pit props,1900,29
Gothenburg,pitwood,1899,29
Gothenburg,staves,1877,29
Gothenburg,timber,1881,29
Halden,boards,1899,29
Halden,pit props,1881,29
Hernosand,battens,1881,29
Klaipeda,timber,1877,29
Konigsberg,sleepers,1887,29
Kotka,battens,1899,29
Kotka,deals,1891,29
Kotka,firewood,1887,29
Ljusne,deals,1887,29
Ljusne,deals,1889,29
Miramichi,deals,1897,29
Narva,battens,1891,29
Narva,deals,1889,29
New York,doors,1889,29
New York,mouldings,1895,29
New York,oars,1881,29
New York,wood,1883,29
Norfolk,staves,1889,29
Philadelphia,lumber,1893,29
Philadelphia,lumber,1897,29
Philadelphia,staves,1895,29
Porsgrund,poles,1897,29
Porsgrund,timber,1889,29
Portland,shooks,1899,29
Quebec City,timber,1887,29
Riga,firewood,1899,29
Skien,pit props,1883,29
Skien,pit props,1885,29
Skien,pit props,1899,29
Skutskar,battens,1893,29
Soderhamn,boards,1891,29
St. John,boards,1874,29
St. John,ends,1875,29
St. John,ends,1877,29
St. John,ends,1891,29
Stettin,timber,1874,29
Stockholm,battens,1889,29
Trondheim,battens,1897,29
Trondheim,boards,1895,29
Uleaborg,deals,1889,29
Varberg,pit props,1885,29
Ventspils,pit props,1895,29
Vilagarcía de Arousa,pitwood,1891,29
Wyborg,boards,1899,29
A Coruña,pitwood,1883,28
Archangel,deals,1877,28
Arendal,mining timber,1885,28
Baie Verte,deals,1887,28
Baltimore,boards,1887,28
Bordeaux,pitwood,1884,28
Boston,scantlings,1899,28
Brevig,pit props,1893,28
Brevig,squares,1881,28
Christiania,spars,1885,28
Cronstadt,ends,1877,28
Cronstadt,firewood,1891,28
Danzig,pit props,1887,28
Darien,deals,1885,28
Fredrikstad,firewood,1881,28
Fredrikstad,firewood,1889,28
Gothenburg,laths,1874,28
Gothenburg,laths,1877,28
Gothenburg,pit props,1892,28
Hernosand,boards,1889,28
Hernosand,boards,1897,28
Hernosand,firewood,1885,28
Hudikswall,battens,1883,28
Hudikswall,deals,1881,28
Karlskrona,pit props,1895,28
Klaipeda,ends,1881,28
Klaipeda,sleepers,1879,28
Kotka,battens,1893,28
Kotka,staves,1895,28
Laurvig,battens,1883,28
New York,mouldings,1881,28
New York,shooks,1899,28
New York,squares,1883,28
Norfolk,staves,1885,28
Parrsboro,deals,1887,28
Pauillac,pitwood,1889,28
Pauillac,pitwood,1897,28
Pensacola,timber,1897,28
Porsgrund,battens,1883,28
Porsgrund,mining timber,1881,28
Quebec City,lathwood,1883,28
Rangoon,squares,1895,28
Riga,boards,1883,28
Risoer,pit props,1893,28
Saint-Brieuc,pitwood,1883,28
Skelleftea,deals,1885,28
Skutskar,boards,1885,28
Soderhamn,boards,1881,28
St. Petersburg,boards,1889,28
St. Petersburg,pit props,1897,28
Stockholm,deals,1891,28
Stockholm,doors,1899,28
Svartvik,deals,1879,28
Tvedestrand,battens,1899,28
Vannes,pit props,1881,28
Abo,battens,1893,27
Archangel,ends,1897,27
Auray,pitwood,1887,27
Baltimore,staves,1881,27
Bjorneborg,boards,1883,27
Bordeaux,hoops,1891,27
Bordeaux,pitwood,1892,27
Brevig,pit props,1897,27
Brevig,timber,1889,27
Christiania,boxboards,1895,27
Christiania,spars,1891,27
Christiania,spars,1895,27
Christiansand,pit props,1895,27
Cronstadt,deal ends,1883,27
Cronstadt,ends,1893,27
Drammen,staves,1881,27
Fredrikstad,battens,1885,27
Fredrikstad,boards,1874,27
Fredrikstad,boards,1875,27
Gefle,firewood,1899,27
Gothenburg,crowntrees,1899,27
Gothenburg,firewood,1899,27
Gothenburg,mouldings,1889,27
Halden,pit props,1897,27
Halifax,deals,1881,27
Helsingfors,battens,1899,27
Helsingfors,deals,1874,27
Hommelvik,battens,1895,27
Hudikswall,deals,1883,27
Kalmar,pit props,1885,27
Karlskrona,pit props,1889,27
Konigsberg,pit props,1891,27
Kotka,firewood,1895,27
Kotka,firewood,1899,27
Ljusne,battens,1883,27
Lulea,deals,1879,27
Lulea,deals,1887,27
Lulea,deals,1899,27
Miramichi,deals,1875,27
Miramichi,ends,1885,27
Miramichi,ends,1893,27
Miramichi,ends,1899,27
Miramichi,palings,1883,27
Mobile,deals,1881,27
Mobile,deals,1897,27
Mobile,timber,1885,27
Mobile,timber,1899,27
Montreal,boards,1887,27
Mönsterås,pit props,1887,27
Narva,battens,1893,27
Nederkalix,battens,1899,27
Nederkalix,deals,1899,27
New Orleans,staves,1875,27
New York,hoops,1883,27
Norfolk,staves,1887,27
Oscarshamn,pit props,1879,27
Rafso,deals,1889,27
Rangoon,blocks,1899,27
Redon,pit props,1881,27
Redon,pitwood,1889,27
Riga,firewood,1897,27
Skien,pit props,1897,27
Skutskar,boards,1889,27
Skutskar,boards,1891,27
Soroka,deals,1885,27
St. John,ends,1874,27
St. John,scantlings,1895,27
St. Petersburg,lathwood,1881,27
St. Petersburg,pit props,1891,27
Sundswall,spars,1881,27
Vannes,pitwood,1889,27
Ventspils,sleepers,1875,27
Ventspils,sleepers,1899,27
Västervik (Westerwik),pit props,1891,27
Wyborg,boards,1877,27
Arcachon,pitwood,1889,26
Auray,pitwood,1893,26
Bjorneborg,battens,1879,26
Bjorneborg,battens,1891,26
Blaye,pitwood,1885,26
Bordeaux,wood,1889,26
Boston,shooks,1889,26
Boston,shooks,1899,26
Christiania,battens,1875,26
Christiania,battens,1899,26
Christiania,firewood,1881,26
Christiansand,staves,1881,26
Cronstadt,firewood,1874,26
Darien,timber,1881,26
Drammen,firewood,1889,26
Fredrikshald,pit props,1883,26
Fredrikstad,deals,1893,26
Fredrikstad,laths,1883,26
Fredrikstad,laths,1887,26
Gothenburg,boards,1875,26
Gothenburg,firewood,1883,26
Gothenburg,joinery,1887,26
Gothenburg,poles,1895,26
Grimstad,mining timber,1881,26
Halden,boards,1897,26
Halden,pit props,1895,26
Hernosand,firewood,1887,26
Kalmar,pit props,1879,26
Kemi,battens,1899,26
Klaipeda,ends,1885,26
Konigsberg,pit props,1889,26
Kotka,battens,1897,26
Kotka,boards,1883,26
Kotka,deals,1887,26
Lorient,pitwood,1889,26
Moss,pit props,1881,26
New York,boards,1897,26
New York,doors,1887,26
New York,doors,1899,26
New York,logs,1885,26
New York,mouldings,1883,26
New York,mouldings,1887,26
New York,spars,1891,26
New York,spokes,1891,26
New York,timber,1885,26
Onega,deals,1879,26
Pensacola,timber,1899,26
Porsgrund,poles,1899,26
Quebec City,boards,1899,26
Richibouctou,deals,1879,26
Riga,boards,1881,26
Riga,firewood,1883,26
Riga,timber,1879,26
Rotterdam,hoops,1898,26
Sandarne,deals,1879,26
Skelleftea,deals,1889,26
Soderhamn,boards,1877,26
Soderhamn,firewood,1895,26
Soderhamn,firewood,1897,26
St. Petersburg,lathwood,1897,26
St. Petersburg,pit props,1887,26
Stockholm,battens,1899,26
Stockholm,laths,1899,26
Trondheim,battens,1883,26
Trondheim,battens,1887,26
Trondheim,battens,1895,26
Uleaborg,battens,1885,26
Ventspils,sleepers,1883,26
Abo,battens,1899,25
Archangel,firewood,1885,25
Arendal,battens,1883,25
Auray,pitwood,1899,25
Bjorneborg,battens,1877,25
Bjorneborg,staves,1883,25
