destination,commodity_form,year,shipments
Rochester,deals,1891,1
Rochester,ends,1881,1
Rochester,ends,1885,1
Rochester,ends,1893,1
Rochester,ends,1899,1
Rochester,hoops,1883,1
Rochester,hoops,1887,1
Rochester,joinery,1883,1
Rochester,laths,1881,1
Rochester,laths,1883,1
Rochester,laths,1889,1
Rochester,laths,1891,1
Rochester,lathwood,1889,1
Rochester,lathwood,1897,1
Rochester,logs,1881,1
Rochester,lumber,1897,1
Rochester,mouldings,1883,1
Rochester,oars,1883,1
Rochester,oars,1887,1
Rochester,pit props,1883,1
Rochester,pit props,1889,1
Rochester,planks,1888,1
Rochester,planks,1895,1
Rochester,poles,1887,1
Rochester,rickers,1881,1
Rochester,scantlings,1889,1
Rochester,sleepers,1881,1
Rochester,sleepers,1897,1
Rochester,spars,1885,1
Rochester,spars,1893,1
Rochester,splits,1885,1
Rochester,splits,1887,1
Rochester,splits,1888,1
Rochester,splits,1893,1
Rochester,squares,1881,1
Rochester,squares,1899,1
Rochester,staves,1890,1
Rochester,timber,1881,1
Rochester,wood,1887,1
Rochester,wood,1889,1
Rochester,wood,1891,1
Rochester,wood,1893,1
Runcorn,battens,1895,1
Runcorn,boards,1895,1
Runcorn,deal ends,1895,1
Runcorn,ends,1895,1
Runcorn,logs,1895,1
Runcorn,mining timber,1881,1
Runcorn,mining timber,1889,1
Runcorn,mining timber,1895,1
Runcorn,pit props,1881,1
Runcorn,pit props,1889,1
Runcorn,rickers,1891,1
Runcorn,rickers,1895,1
Runcorn,scantlings,1895,1
Runcorn,sleepers,1883,1
Runcorn,sleepers,1895,1
Runcorn,spars,1891,1
Runcorn,splits,1883,1
Runcorn,timber,1881,1
SCARBOROUGH,boards,1889,1
SCARBOROUGH,deals,1881,1
SCARBOROUGH,deals,1889,1
SCARBOROUGH,ends,1883,1
SCARBOROUGH,ends,1887,1
SCARBOROUGH,ends,1895,1
SCARBOROUGH,firewood,1881,1
SCARBOROUGH,flooring,1893,1
SCARBOROUGH,laths,1893,1
SCARBOROUGH,lathwood,1883,1
SCARBOROUGH,oars,1883,1
SCARBOROUGH,scantlings,1893,1
SCARBOROUGH,sleepers,1887,1
SCARBOROUGH,spars,1885,1
SCARBOROUGH,spars,1887,1
SCARBOROUGH,spars,1889,1
SCARBOROUGH,spars,1895,1
SCARBOROUGH,staves,1887,1
SCARBOROUGH,wood,1889,1
SHEERNESS,deals,1887,1
SHEERNESS,hoops,1887,1
SHEERNESS,lathwood,1887,1
SHEERNESS,mouldings,1889,1
SHEERNESS,poles,1887,1
SHEERNESS,poles,1889,1
SHEERNESS,sleepers,1887,1
SHEERNESS,spars,1887,1
SHEERNESS,spars,1889,1
SHEERNESS,timber,1887,1
SKIBBEREEN,battens,1881,1
SKIBBEREEN,battens,1891,1
SKIBBEREEN,battens,1893,1
SKIBBEREEN,boards,1897,1
SKIBBEREEN,boards,1899,1
SKIBBEREEN,deals,1883,1
SKIBBEREEN,deals,1885,1
SKIBBEREEN,deals,1891,1
SKIBBEREEN,deals,1893,1
SKIBBEREEN,deals,1895,1
SKIBBEREEN,deals,1897,1
SKIBBEREEN,ends,1893,1
SKIBBEREEN,ends,1895,1
SKIBBEREEN,spars,1897,1
SKIBBEREEN,timber,1881,1
ST. HELENS,lumber,1893,1
ST. HELENS,staves,1893,1
STOCKHOLM,doors,1891,1
STOCKHOLM,staves,1891,1
STORNOWAY,battens,1885,1
STORNOWAY,battens,1889,1
STORNOWAY,boards,1889,1
STORNOWAY,boards,1895,1
STORNOWAY,deals,1885,1
STORNOWAY,deals,1887,1
STORNOWAY,deals,1895,1
STORNOWAY,firewood,1899,1
STORNOWAY,flooring,1881,1
STORNOWAY,flooring,1889,1
STORNOWAY,headings,1891,1
STORNOWAY,headings,1895,1
STORNOWAY,hoops,1893,1
STORNOWAY,spars,1881,1
STORNOWAY,spars,1885,1
STORNOWAY,spars,1899,1
STORNOWAY,staves,1881,1
STORNOWAY,staves,1883,1
STORNOWAY,staves,1896,1
STORNOWAY,timber,1895,1
STORNOWAY,wood,1889,1
STORNOWAY,wood,1891,1
STRANRAER,boards,1887,1
STRANRAER,deals,1891,1
STRANRAER,deals,1895,1
STRANRAER,deals,1897,1
STRANRAER,lathwood,1895,1
STRANRAER,lathwood,1897,1
STRANRAER,pit props,1887,1
STRANRAER,pit props,1891,1
STRANRAER,spars,1881,1
STRANRAER,spars,1884,1
STRANRAER,spars,1889,1
STRANRAER,spars,1891,1
STRANRAER,splits,1897,1
Shields,firewood,1887,1
Shields,hoops,1891,1
Shields,lathwood,1891,1
Shields,mining timber,1891,1
Shields,pit props,1887,1
Shields,sleepers,1887,1
Shields,sleepers,1891,1
Shields,spars,1891,1
Shields,staves,1891,1
Shoreham,battens,1882,1
Shoreham,battens,1892,1
Shoreham,battens,1898,1
Shoreham,boards,1880,1
Shoreham,boards,1892,1
Shoreham,boards,1898,1
Shoreham,deal ends,1889,1
Shoreham,deals,1882,1
Shoreham,deals,1892,1
Shoreham,ends,1881,1
Shoreham,ends,1883,1
Shoreham,ends,1889,1
Shoreham,ends,1895,1
Shoreham,firewood,1882,1
Shoreham,firewood,1898,1
Shoreham,laths,1892,1
Shoreham,laths,1895,1
Shoreham,lathwood,1881,1
Shoreham,lathwood,1887,1
Shoreham,oars,1895,1
Shoreham,pit props,1881,1
Shoreham,pit props,1885,1
Shoreham,poles,1889,1
Shoreham,scantlings,1881,1
Shoreham,scantlings,1889,1
Shoreham,spars,1883,1
Shoreham,spars,1899,1
Shoreham,splits,1885,1
Shoreham,splits,1899,1
Shoreham,staves,1891,1
Shoreham,staves,1895,1
Shoreham,timber,1889,1
Shoreham,wood,1889,1
Shoreham,wood,1895,1
Sligo,battens,1887,1
Sligo,battens,1895,1
Sligo,boards,1881,1
Sligo,boards,1883,1
Sligo,boards,1885,1
Sligo,boards,1895,1
Sligo,deal ends,1881,1
Sligo,deals,1884,1
Sligo,deals,1891,1
Sligo,deals,1897,1
Sligo,ends,1885,1
Sligo,ends,1887,1
Sligo,ends,1889,1
Sligo,ends,1893,1
Sligo,ends,1897,1
Sligo,lathwood,1885,1
Sligo,mouldings,1895,1
Sligo,palings,1883,1
Sligo,pit props,1885,1
Sligo,pit props,1887,1
Sligo,planks,1881,1
Sligo,rickers,1895,1
Sligo,spars,1883,1
Sligo,splits,1881,1
Sligo,staves,1884,1
Sligo,timber,1881,1
Sligo,timber,1899,1
Sligo,wood,1881,1
Sligo,wood,1899,1
Southampton,balks,1897,1
Southampton,batten ends,1885,1
Southampton,batten ends,1893,1
Southampton,battens,1878,1
Southampton,battens,1882,1
Southampton,blocks,1885,1
Southampton,boards,1875,1
Southampton,boards,1877,1
Southampton,boards,1900,1
Southampton,crowntrees,1885,1
Southampton,deals,1880,1
Southampton,ends,1879,1
Southampton,ends,1887,1
Southampton,ends,1895,1
Southampton,firewood,1879,1
Southampton,firewood,1883,1
Southampton,firewood,1900,1
Southampton,flooring,1885,1
Southampton,flooring,1899,1
Southampton,hoops,1889,1
Southampton,hoops,1898,1
Southampton,joinery,1893,1
Southampton,laths,1885,1
Southampton,laths,1889,1
Southampton,laths,1890,1
Southampton,laths,1897,1
Southampton,laths,1898,1
Southampton,laths,1900,1
Southampton,lathwood,1891,1
Southampton,lathwood,1893,1
Southampton,logs,1875,1
Southampton,logs,1895,1
Southampton,logs,1897,1
Southampton,lumber,1897,1
Southampton,mouldings,1885,1
Southampton,mouldings,1897,1
Southampton,mouldings,1899,1
Southampton,palings,1885,1
Southampton,pit props,1881,1
Southampton,pit props,1884,1
Southampton,pit props,1897,1
Southampton,poles,1893,1
Southampton,poles,1897,1
Southampton,posts,1899,1
Southampton,rails,1889,1
Southampton,rickers,1885,1
Southampton,scantlings,1891,1
Southampton,sleepers,1875,1
Southampton,sleepers,1895,1
Southampton,spars,1875,1
Southampton,spars,1891,1
Southampton,spars,1898,1
Southampton,splits,1885,1
Southampton,splits,1897,1
Southampton,squares,1883,1
Southampton,squares,1885,1
Southampton,staves,1877,1
Southampton,staves,1879,1
Southampton,staves,1889,1
Southampton,staves,1893,1
Southampton,staves,1895,1
Southampton,timber,1883,1
Southampton,timber,1891,1
Southampton,wood,1879,1
Southampton,wood pulp,1883,1
Stockton,balks,1881,1
Stockton,battens,1888,1
Stockton,battens,1891,1
Stockton,battens,1897,1
Stockton,blocks,1881,1
Stockton,boards,1888,1
Stockton,boards,1891,1
Stockton,boards,1899,1
Stockton,deals,1888,1
Stockton,doors,1881,1
Stockton,ends,1881,1
Stockton,ends,1889,1
Stockton,firewood,1883,1
Stockton,firewood,1885,1
Stockton,flooring,1881,1
Stockton,flooring,1885,1
Stockton,laths,1881,1
Stockton,laths,1895,1
Stockton,lathwood,1881,1
Stockton,lathwood,1885,1
Stockton,lathwood,1891,1
Stockton,logs,1881,1
Stockton,scantlings,1881,1
Stockton,timber,1895,1
Stockton,wood,1882,1
Stockton,wood,1883,1
Stockton,wood,1885,1
Stockton,wood,1889,1
Sunderland,balks,1877,1
Sunderland,battens,1882,1
Sunderland,battens,1884,1
Sunderland,battens,1888,1
Sunderland,battens,1890,1
Sunderland,battens,1898,1
Sunderland,blocks,1887,1
Sunderland,blocks,1889,1
Sunderland,blocks,1892,1
Sunderland,blocks,1893,1
Sunderland,blocks,1900,1
Sunderland,boards,1888,1
Sunderland,boards,1890,1
Sunderland,boards,1892,1
Sunderland,boards,1900,1
Sunderland,boathooks,1885,1
Sunderland,boathooks,1887,1
Sunderland,boathooks,1893,1
Sunderland,boxboards,1895,1
Sunderland,crowntrees,1882,1
Sunderland,crowntrees,1890,1
Sunderland,crowntrees,1900,1
Sunderland,deal ends,1895,1
Sunderland,deal ends,1899,1
Sunderland,deals,1882,1
Sunderland,deals,1884,1
Sunderland,deals,1888,1
Sunderland,deals,1896,1
Sunderland,deals,1898,1
Sunderland,doors,1895,1
Sunderland,ends,1883,1
Sunderland,ends,1890,1
Sunderland,ends,1892,1
Sunderland,ends,1896,1
Sunderland,ends,1900,1
Sunderland,firewood,1891,1
Sunderland,flooring,1881,1
Sunderland,flooring,1899,1
Sunderland,headings,1881,1
Sunderland,hoops,1881,1
Sunderland,hoops,1895,1
Sunderland,joinery,1895,1
Sunderland,joinery,1897,1
Sunderland,laths,1879,1
Sunderland,laths,1881,1
Sunderland,laths,1897,1
Sunderland,laths,1898,1
Sunderland,lathwood,1878,1
Sunderland,lathwood,1884,1
Sunderland,lathwood,1885,1
Sunderland,lathwood,1895,1
Sunderland,lathwood,1897,1
Sunderland,lathwood,1899,1
Sunderland,logs,1877,1
Sunderland,logs,1883,1
Sunderland,logs,1885,1
Sunderland,logs,1891,1
Sunderland,lumber,1893,1
Sunderland,lumber,1895,1
Sunderland,lumber,1899,1
Sunderland,matchboards,1893,1
Sunderland,mining timber,1878,1
Sunderland,mining timber,1887,1
Sunderland,mining timber,1890,1
Sunderland,mining timber,1900,1
Sunderland,mouldings,1881,1
Sunderland,mouldings,1883,1
Sunderland,mouldings,1897,1
Sunderland,oars,1889,1
Sunderland,oars,1891,1
Sunderland,palings,1877,1
Sunderland,palings,1881,1
Sunderland,pit props,1886,1
Sunderland,pitwood,1879,1
Sunderland,pitwood,1880,1
Sunderland,pitwood,1881,1
Sunderland,pitwood,1884,1
Sunderland,pitwood,1896,1
Sunderland,planks,1877,1
Sunderland,planks,1881,1
Sunderland,planks,1883,1
Sunderland,planks,1889,1
Sunderland,planks,1891,1
Sunderland,planks,1900,1
Sunderland,poles,1884,1
Sunderland,poles,1890,1
Sunderland,posts,1899,1
Sunderland,rails,1879,1
Sunderland,rails,1881,1
Sunderland,rickers,1880,1
Sunderland,rickers,1883,1
Sunderland,rickers,1889,1
Sunderland,rickers,1891,1
Sunderland,rickers,1895,1
Sunderland,scantlings,1887,1
Sunderland,sleepers,1882,1
Sunderland,sleepers,1884,1
Sunderland,sleepers,1898,1
Sunderland,sleepers,1900,1
Sunderland,spars,1882,1
Sunderland,spars,1893,1
Sunderland,spars,1900,1
Sunderland,splints,1883,1
Sunderland,splints,1889,1
Sunderland,splints,1891,1
Sunderland,splints,1893,1
Sunderland,splints,1899,1
Sunderland,splits,1898,1
Sunderland,squares,1882,1
Sunderland,squares,1883,1
Sunderland,squares,1900,1
Sunderland,staves,1877,1
Sunderland,staves,1879,1
Sunderland,staves,1888,1
Sunderland,staves,1899,1
Sunderland,timber,1884,1
Sunderland,timber,1887,1
Sunderland,timber,1895,1
Sunderland,wood,1877,1
Sunderland,wood,1878,1
Sunderland,wood,1895,1
Sunderland,wood,1898,1
Sunderland,wood,1899,1
Sunderland,wood,1900,1
Sunderland,wood pulp,1883,1
Sunderland,wood pulp,1900,1
Swansea,balks,1897,1
Swansea,battens,1897,1
Swansea,battens,1900,1
Swansea,blocks,1885,1
Swansea,blocks,1893,1
Swansea,boards,1890,1
Swansea,boards,1892,1
Swansea,boxboards,1889,1
Swansea,crowntrees,1883,1
Swansea,crowntrees,1887,1
Swansea,crowntrees,1897,1
Swansea,deal ends,1877,1
Swansea,deal ends,1891,1
Swansea,deals,1880,1
Swansea,deals,1884,1
Swansea,deals,1892,1
Swansea,deals,1900,1
Swansea,doors,1883,1
Swansea,ends,1890,1
Swansea,ends,1895,1
Swansea,ends,1899,1
Swansea,firewood,1877,1
Swansea,firewood,1888,1
Swansea,firewood,1889,1
Swansea,firewood,1897,1
Swansea,flooring,1892,1
Swansea,flooring,1895,1
Swansea,flooring,1899,1
Swansea,handles,1897,1
Swansea,headings,1881,1
Swansea,hoops,1893,1
Swansea,joinery,1893,1
Swansea,laths,1897,1
Swansea,lathwood,1897,1
Swansea,logs,1883,1
Swansea,logs,1885,1
Swansea,lumber,1881,1
Swansea,lumber,1885,1
Swansea,mining timber,1889,1
Swansea,mining timber,1897,1
Swansea,mouldings,1883,1
Swansea,oars,1881,1
Swansea,palings,1899,1
Swansea,pit props,1882,1
Swansea,pit props,1890,1
Swansea,pitwood,1878,1
Swansea,pitwood,1880,1
Swansea,planks,1890,1
Swansea,planks,1898,1
Swansea,planks,1899,1
Swansea,planks,1900,1
Swansea,poles,1895,1
Swansea,rickers,1881,1
Swansea,rickers,1893,1
Swansea,scantlings,1883,1
Swansea,scantlings,1889,1
Swansea,scantlings,1890,1
Swansea,scantlings,1891,1
Swansea,scantlings,1893,1
Swansea,scantlings,1895,1
Swansea,scantlings,1899,1
Swansea,shooks,1893,1
Swansea,shooks,1897,1
Swansea,sleepers,1877,1
Swansea,sleepers,1895,1
Swansea,spars,1885,1
Swansea,spars,1887,1
Swansea,spars,1891,1
Swansea,spars,1893,1
Swansea,spars,1897,1
Swansea,splits,1883,1
Swansea,splits,1885,1
Swansea,splits,1891,1
Swansea,splits,1895,1
Swansea,splits,1897,1
Swansea,squares,1877,1
Swansea,squares,1883,1
Swansea,staves,1889,1
Swansea,staves,1899,1
Swansea,timber,1891,1
Swansea,timber,1895,1
Swansea,wood pulp,1887,1
Swansea,wood pulp,1891,1
Swansea,wood pulp,1895,1
Swansea,woodware,1895,1
Teignmouth,battens,1881,1
Teignmouth,boards,1881,1
Teignmouth,boards,1885,1
Teignmouth,boards,1893,1
Teignmouth,crowntrees,1889,1
Teignmouth,crowntrees,1891,1
Teignmouth,deals,1897,1
Teignmouth,ends,1887,1
Teignmouth,ends,1891,1
Teignmouth,firewood,1897,1
Teignmouth,flooring,1889,1
Teignmouth,hoops,1889,1
Teignmouth,hoops,1891,1
Teignmouth,laths,1891,1
Teignmouth,laths,1897,1
Teignmouth,laths,1899,1
Teignmouth,lathwood,1885,1
Teignmouth,mining timber,1897,1
Teignmouth,mining timber,1899,1
Teignmouth,mouldings,1887,1
Teignmouth,mouldings,1889,1
Teignmouth,mouldings,1893,1
Teignmouth,mouldings,1897,1
Teignmouth,oars,1885,1
Teignmouth,poles,1887,1
Teignmouth,poles,1891,1
Teignmouth,posts,1899,1
Teignmouth,rails,1899,1
Teignmouth,scantlings,1899,1
Teignmouth,sleepers,1889,1
Teignmouth,sleepers,1899,1
Teignmouth,spars,1893,1
Teignmouth,spars,1899,1
Teignmouth,splits,1899,1
Teignmouth,timber,1883,1
Teignmouth,timber,1887,1
Teignmouth,wood,1883,1
Teignmouth,wood,1887,1
Teignmouth,wood,1899,1
Teignmouth,wood pulp,1899,1
Tralee,boards,1883,1
Tralee,boards,1887,1
Tralee,boards,1897,1
Tralee,deal ends,1881,1
Tralee,deals,1893,1
Tralee,ends,1893,1
Tralee,firewood,1895,1
Tralee,flooring,1899,1
Tralee,pit props,1883,1
Tralee,spars,1895,1
Tralee,staves,1881,1
Tralee,staves,1893,1
Troon,battens,1887,1
Troon,battens,1895,1
Troon,blocks,1887,1
Troon,blocks,1897,1
Troon,blocks,1899,1
Troon,boards,1881,1
Troon,boards,1889,1
Troon,deal ends,1887,1
Troon,deal ends,1893,1
Troon,ends,1885,1
Troon,hoops,1897,1
Troon,lathwood,1883,1
Troon,lumber,1881,1
Troon,palings,1881,1
Troon,pit props,1899,1
Troon,pitwood,1899,1
Troon,planks,1887,1
Troon,rickers,1889,1
Troon,sleepers,1893,1
Troon,sleepers,1898,1
Troon,sleepers,1899,1
Troon,spars,1881,1
Troon,spars,1883,1
Troon,spars,1885,1
Troon,spoolwood,1887,1
Troon,spoolwood,1889,1
Troon,spoolwood,1893,1
Troon,squares,1887,1
Troon,squares,1893,1
Troon,squares,1897,1
Troon,staves,1881,1
Troon,staves,1887,1
Troon,timber,1887,1
Troon,timber,1889,1
Troon,timber,1893,1
Troon,timber,1897,1
Troon,wood,1881,1
Troon,wood,1889,1
Troon,wood,1895,1
Troon,wood,1897,1
Truro,battens,1895,1
Truro,battens,1899,1
Truro,boards,1891,1
Truro,boards,1899,1
Truro,boxboards,1899,1
Truro,deals,1883,1
Truro,deals,1885,1
Truro,doors,1885,1
Truro,ends,1895,1
Truro,firewood,1881,1
Truro,firewood,1893,1
Truro,firewood,1899,1
Truro,flooring,1891,1
Truro,flooring,1899,1
Truro,laths,1885,1
Truro,laths,1889,1
Truro,lathwood,1881,1
Truro,lathwood,1883,1
Truro,lathwood,1887,1
Truro,lathwood,1889,1
Truro,lathwood,1891,1
Truro,lathwood,1895,1
Truro,logs,1883,1
Truro,mouldings,1883,1
Truro,mouldings,1885,1
Truro,mouldings,1895,1
Truro,mouldings,1899,1
Truro,oars,1885,1
Truro,oars,1887,1
Truro,pitwood,1883,1
Truro,pitwood,1887,1
Truro,rickers,1889,1
Truro,rickers,1895,1
Truro,sleepers,1895,1
Truro,spars,1895,1
Truro,spars,1899,1
Truro,splits,1895,1
Truro,staves,1885,1
Truro,staves,1887,1
Truro,staves,1893,1
Truro,staves,1899,1
Truro,timber,1887,1
Truro,timber,1895,1
Truro,wood,1883,1
Truro,wood,1887,1
Tyne Ports,balks,1899,1
Tyne Ports,batten ends,1875,1
Tyne Ports,batten ends,1889,1
Tyne Ports,batten ends,1893,1
Tyne Ports,batten ends,1899,1
Tyne Ports,battens,1878,1
Tyne Ports,battens,1882,1
Tyne Ports,blocks,1875,1
Tyne Ports,blocks,1887,1
Tyne Ports,blocks,1895,1
Tyne Ports,boards,1882,1
Tyne Ports,boards,1886,1
Tyne Ports,boards,1888,1
Tyne Ports,boards,1890,1
Tyne Ports,boathooks,1883,1
Tyne Ports,boathooks,1885,1
Tyne Ports,boathooks,1887,1
Tyne Ports,boathooks,1899,1
Tyne Ports,bobbins,1881,1
Tyne Ports,bobbins,1885,1
Tyne Ports,boxboards,1889,1
Tyne Ports,boxboards,1890,1
Tyne Ports,boxboards,1899,1
Tyne Ports,boxboards,1900,1
Tyne Ports,crowntrees,1880,1
Tyne Ports,crowntrees,1886,1
Tyne Ports,crowntrees,1896,1
Tyne Ports,crowntrees,1898,1
Tyne Ports,deal ends,1877,1
Tyne Ports,deal ends,1896,1
Tyne Ports,deal ends,1897,1
Tyne Ports,deal ends,1900,1
Tyne Ports,deals,1882,1
Tyne Ports,doors,1898,1
Tyne Ports,ends,1877,1
Tyne Ports,ends,1879,1
Tyne Ports,ends,1896,1
Tyne Ports,firewood,1878,1
Tyne Ports,firewood,1884,1
Tyne Ports,firewood,1886,1
Tyne Ports,firewood,1890,1
Tyne Ports,firewood,1892,1
Tyne Ports,firewood,1898,1
Tyne Ports,flooring,1879,1
Tyne Ports,flooring,1898,1
Tyne Ports,flooring,1900,1
Tyne Ports,handles,1885,1
Tyne Ports,handles,1887,1
Tyne Ports,handles,1892,1
Tyne Ports,handles,1895,1
Tyne Ports,handles,1896,1
Tyne Ports,handles,1899,1
Tyne Ports,headings,1876,1
Tyne Ports,headings,1877,1
Tyne Ports,hoops,1896,1
Tyne Ports,hoops,1898,1
Tyne Ports,hoops,1899,1
Tyne Ports,laths,1876,1
Tyne Ports,laths,1881,1
Tyne Ports,laths,1882,1
Tyne Ports,laths,1892,1
Tyne Ports,laths,1896,1
Tyne Ports,lathwood,1876,1
Tyne Ports,lathwood,1877,1
Tyne Ports,lathwood,1879,1
Tyne Ports,lumber,1883,1
Tyne Ports,lumber,1885,1
Tyne Ports,lumber,1887,1
Tyne Ports,mining timber,1876,1
Tyne Ports,mining timber,1878,1
Tyne Ports,mining timber,1880,1
Tyne Ports,mining timber,1886,1
Tyne Ports,mining timber,1896,1
Tyne Ports,mouldings,1879,1
Tyne Ports,mouldings,1880,1
Tyne Ports,mouldings,1882,1
Tyne Ports,mouldings,1890,1
Tyne Ports,oars,1885,1
Tyne Ports,oars,1892,1
Tyne Ports,oars,1898,1
Tyne Ports,oars,1899,1
Tyne Ports,palings,1887,1
Tyne Ports,palings,1895,1
Tyne Ports,palings,1899,1
Tyne Ports,pitwood,1875,1
Tyne Ports,pitwood,1879,1
Tyne Ports,pitwood,1895,1
Tyne Ports,planks,1875,1
Tyne Ports,planks,1876,1
Tyne Ports,planks,1885,1
Tyne Ports,planks,1898,1
Tyne Ports,poles,1877,1
Tyne Ports,poles,1878,1
Tyne Ports,poles,1888,1
Tyne Ports,poles,1900,1
Tyne Ports,posts,1885,1
Tyne Ports,posts,1893,1
Tyne Ports,rails,1887,1
Tyne Ports,rails,1889,1
Tyne Ports,rails,1892,1
Tyne Ports,rails,1898,1
Tyne Ports,rickers,1889,1
Tyne Ports,scantlings,1881,1
Tyne Ports,scantlings,1889,1
Tyne Ports,scantlings,1891,1
Tyne Ports,scantlings,1893,1
Tyne Ports,scantlings,1895,1
Tyne Ports,shooks,1895,1
Tyne Ports,sleepers,1876,1
Tyne Ports,sleepers,1878,1
Tyne Ports,sleepers,1888,1
Tyne Ports,sleepers,1898,1
Tyne Ports,spars,1878,1
Tyne Ports,spars,1892,1
Tyne Ports,splints,1896,1
Tyne Ports,splints,1897,1
Tyne Ports,splits,1881,1
Tyne Ports,splits,1887,1
Tyne Ports,splits,1892,1
Tyne Ports,spokes,1885,1
Tyne Ports,spokes,1887,1
Tyne Ports,spokes,1889,1
Tyne Ports,spokes,1892,1
Tyne Ports,spokes,1897,1
Tyne Ports,squares,1879,1
Tyne Ports,squares,1888,1
Tyne Ports,squares,1895,1
Tyne Ports,squares,1900,1
Tyne Ports,staves,1880,1
Tyne Ports,staves,1886,1
Tyne Ports,staves,1888,1
Tyne Ports,staves,1896,1
Tyne Ports,timber,1882,1
Tyne Ports,timber,1888,1
Tyne Ports,timber,1892,1
Tyne Ports,timber,1898,1
Tyne Ports,timber,1900,1
Tyne Ports,trellis,1887,1
Tyne Ports,wood,1880,1
Tyne Ports,wood,1882,1
Tyne Ports,wood pulp,1880,1
Tyne Ports,wood pulp,1882,1
Tyne Ports,wood pulp,1888,1
Tyne Ports,wood pulp,1898,1
Tyne Ports,woodware,1887,1
WIGTOWN,battens,1881,1
WIGTOWN,battens,1887,1
WIGTOWN,battens,1889,1
WIGTOWN,battens,1897,1
WIGTOWN,battens,1899,1
WIGTOWN,boards,1887,1
WIGTOWN,boards,1889,1
WIGTOWN,boards,1895,1
WIGTOWN,boards,1897,1
WIGTOWN,deals,1889,1
WIGTOWN,deals,1891,1
WIGTOWN,deals,1897,1
WIGTOWN,flooring,1881,1
WIGTOWN,flooring,1883,1
WIGTOWN,flooring,1895,1
WIGTOWN,flooring,1897,1
WIGTOWN,flooring,1899,1
WIGTOWN,logs,1899,1
WIGTOWN,palings,1881,1
WIGTOWN,palings,1883,1
WIGTOWN,scantlings,1881,1
WIGTOWN,spars,1881,1
WIGTOWN,spars,1883,1
WIGTOWN,splints,1881,1
WIGTOWN,squares,1881,1
WISBEACH,battens,1883,1
WISBEACH,battens,1887,1
WISBEACH,battens,1893,1
WISBEACH,battens,1899,1
WISBEACH,boards,1883,1
WISBEACH,boards,1887,1
WISBEACH,boards,1893,1
WISBEACH,boards,1899,1
WISBEACH,deals,1887,1
WISBEACH,firewood,1883,1
WISBEACH,firewood,1887,1
WISBEACH,firewood,1891,1
WISBEACH,lathwood,1899,1
WISBEACH,staves,1891,1
