merchant,destination,year,shipments
George Horsley & Co.,Rochester,1897,1
George Latus & Co.,Grimsby,1899,1
George Milne,Aberdeen,1881,1
George Northwanger & Co.,Tyne Ports,1885,1
George Perry & Co.,Dublin,1893,1
George Slimman & Robertson,Dundee,1877,1
"George Stephen, jun",,1891,1
"George Stephen, jun",Peterhead,1887,1
George Watson,Middlesbrough,1891,1
George Welch,Kirkcaldy,1891,1
Gerard,Liverpool,1884,1
Gerhardt,London,1881,1
Germon,Cardiff,1881,1
Gerner,Plymouth,1883,1
Gerowski,Ipswich,1897,1
Gerrard,Liverpool,1883,1
Gertrude,Swansea,1881,1
Gessen,Cardiff,1885,1
Gethin & Co.,Newport,1885,1
Gething,,1887,1
Gething,King's Lynn,1883,1
Gething,Newport,1881,1
Gething,Newport,1889,1
Gething & Co.,London,1883,1
Gething & Co.,Newport,1887,1
"Gething, jnr",,1899,1
"Gething, jun., & Co.",,1885,1
"Gething, jun., & Co.",,1899,1
"Gething, jun., & Co.",Tyne Ports,1891,1
"Gething, junr., & Co.",Newport,1899,1
Gethings,Newport,1891,1
Gethings Pitwood Co.,Newport,1891,1
"Gethyn, & Co.",Newport,1881,1
Getling,London,1895,1
Gibb,Leith,1887,1
Gibbon,Sunderland,1893,1
Gibbon & Sons,Leith,1881,1
Gibbons,Liverpool,1885,1
"Gibbons, Sinnock, & Co.",Bristol,1885,1
Gibbs,Ipswich,1887,1
Gibbs,Ipswich,1891,1
Gibbs,Liverpool,1879,1
Gibbs,Swansea,1883,1
Gibbs,Weymouth,1881,1
Gibbs & Co.,Bristol,1874,1
Gibbs & Co.,Liverpool,1875,1
"Gibbs, Bright, & Co.",Liverpool,1875,1
"Gibbs, Bright, & Co.",Liverpool,1883,1
Gibson,,1881,1
Gibson,,1889,1
Gibson,,1891,1
Gibson,Dundee,1883,1
Gibson,Dundee,1885,1
Gibson,Dundee,1889,1
Gibson,Dundee,1891,1
Gibson,Dundee,1895,1
Gibson,Glasgow,1895,1
Gibson,Inverness,1891,1
Gibson,Leith,1883,1
Gibson,Leith,1884,1
Gibson,Leith,1888,1
Gibson,Leith,1892,1
Gibson,Leith,1895,1
Gibson,Leith,1898,1
Gibson,Peterhead,1889,1
Gibson & Co.,Fleetwood,1889,1
Gibson & Co.,Granton,1893,1
Gibson & Co.,Greenock,1885,1
Gibson & Co.,Hull,1885,1
Gibson & Co.,Leith,1890,1
Gibson & Co.,Liverpool,1881,1
Gibson & G. Paterson,Inverness,1891,1
Gibson & Garland & Roger,Leith,1885,1
Gibson & son & Co.,Leith,1883,1
Gilbert,Newport,1880,1
Giles,,1879,1
Giles,London,1885,1
Giles,Waterford,1893,1
Gilham Cement Co.,Rochester,1887,1
Gill,Llanelli,1891,1
Gill,Rochester,1887,1
Gill,Tyne Ports,1891,1
Gillespie,,1891,1
Gillespie,Glasgow,1887,1
Gillespie & Cathcart,Leith,1885,1
Gillespie & Co.,,1883,1
Gillespie & Co.,Glasgow,1885,1
Gillespie & Co.,London,1880,1
Gillespie & Co.,London,1881,1
Gillespie & Nicol,Grangemouth,1897,1
Gillespie Bros.,London,1893,1
Gillespie Bros.,London,1899,1
Gillespie Bros. & Co.,London,1892,1
Gillespie Bros. & Co.,London,1893,1
Gillespie Bros. ; from New,London,1900,1
Gillett & Co.,FAVERSHAM,1885,1
Gillett & Co.,FAVERSHAM,1891,1
Gillingham,Yarmouth,1887,1
Gillingham & Co.,,1891,1
Gillingham Cement Co.,Rochester,1887,1
Gillingham Cement Co.,Rochester,1895,1
Gillingham Cement Company,Rochester,1887,1
Gillingham Cement Company Limited,Rochester,1887,1
Gillis & Sons,Rochester,1889,1
Gillison & Chadwick,Fleetwood,1889,1
Gilmour & Co.,,1874,1
Gilmour & Co.,Liverpool,1875,1
Gilmour & Co.,London,1879,1
Gilmour Ranking,London,1880,1
"Gilmour, Rankin, & Co.",London,1875,1
Girard,London,1881,1
Gisouard,,1881,1
Gjertsen,Colchester,1887,1
Glamorgan Coal Co.,Newport,1881,1
Glasbrook & Co.,Swansea,1882,1
Glasbrook & Co.,Swansea,1885,1
Glasbrook & Dovell,,1883,1
Glasbrook & Dovell,Swansea,1881,1
Glasbrook & Dovell,Swansea,1883,1
Glasbrook & Son,Swansea,1877,1
Glasbrook & Son. & Co.,Swansea,1877,1
Glasbrook & Son. & Co.,Swansea,1897,1
"Glasbrook, Sons, & Co.",Swansea,1889,1
"Glasbrook, Sons, & Co.",Swansea,1893,1
"Glasbrook, Sons, & Co.",Swansea,1897,1
"Glaser, Besvers, & Co.",London,1883,1
Glashbrook,Swansea,1893,1
Glashbrook & Co.,Swansea,1887,1
Glassbrook,Swansea,1879,1
Glasson & Co.,Bristol,1878,1
Gledhill & Dishart,Leith,1883,1
Glenheath Coal Co.,Borrowstounness,1883,1
Gler & Ross,Liverpool,1891,1
Glitra's Steamship Co.,Aberdeen,1897,1
Globe Sugar Refining Co.,Greenock,1883,1
Globerty & Semple,Galway,1891,1
Gloucester Waggon Co.,Gloucester,1881,1
Glover,,1881,1
Glover,,1898,1
Glover,Dublin,1898,1
Glover,London,1889,1
Glover,London,1893,1
Glover,London,1895,1
Glover,Truro,1895,1
Glover & Co.,,1887,1
Glover & Co.,,1898,1
Glover & Co.,Hull,1895,1
Glover & Co.,Hull,1897,1
Glover & Co.,LOWESTOFT,1889,1
Glover & Co.,London,1893,1
Glover & Co.,London,1899,1
Glover & Co.,Truro,1889,1
"Glover, Bros.",,1891,1
"Goad, Rigg & Co.",London,1887,1
"Godain, Warren, & Co.",Bristol,1891,1
Godfrey Taylor,,1889,1
Godfrey Taylor,Newport,1889,1
Godfrey Taylor,Swansea,1881,1
Godfrey Taylor,Swansea,1889,1
Godfrey Taylor,Swansea,1891,1
Godfrey Taylor,Swansea,1893,1
"Godwin, Warren, Fry, & Co.",Bristol,1897,1
Goldsmith & Cowley,DOUGLAS,1883,1
Gomes & Louis Kintschots,Antwerp,1887,1
Gomes & Louis Rintschots,Antwerp,1887,1
Gomila & Co.,Liverpool,1883,1
Gonzalez,London,1891,1
"Gonzalez, Byass, & Co.",Liverpool,1897,1
"Gonzalez, Byass, & Co.",Llanelli,1891,1
"Gonzalez, Byass, & Co.",London,1892,1
"Gonzalez, Byass, & Co.",London,1893,1
"Gonzalez, Byass, & Co.",London,1895,1
Good,Hartlepool (West),1895,1
Good,Hull,1883,1
Good,Hull,1890,1
Good,Hull,1891,1
Good,Hull,1896,1
Good,Hull,1897,1
Good,Weymouth,1887,1
Good & Redmayne,Tyne Ports,1899,1
Good & Son,Hull,1883,1
Good & Sons,Hartlepool (West),1897,1
Good & Sons,Hull,1883,1
Good & Sons,Hull,1889,1
Good & Sons,Hull,1895,1
Good Bros.,Milford Haven,1883,1
"Good, Flodman, & Co.",Hull,1881,1
"Good, Flodman, & Duncan",Hull,1885,1
Goodchild & Co.,London,1897,1
Goodwin & Roman,Gloucester,1892,1
Goodwin & Romans,Gloucester,1880,1
Gooken Lumber Co.,London,1895,1
Goole,Goole,1883,1
Goole,Goole,1895,1
Goole,Hull,1891,1
Goole Coal & Steamship Co.,Goole,1883,1
Goole S S Co.,Goole,1885,1
Goole S S Co.,Goole,1898,1
"Goole S.S. Co., Ltd.",Goole,1899,1
Goole Shipping Co.,Goole,1899,1
Goole Steam Navigation Co.,Gloucester,1893,1
Goole Steam Shipping Co.,Goole,1887,1
Goole Steam Shipping Co.,Goole,1889,1
Goole Steam Shipping Co.,Goole,1893,1
Goole Steamship Co.,Cardiff,1897,1
Goole Steamship Co.,Goole,1884,1
Goole Steamship Co.,Goole,1890,1
Goole Steamship Co. (Lim.),Goole,1889,1
Gorbutt,Grimsby,1895,1
Gorbutt,Grimsby,1897,1
Gord,Greenock,1875,1
Gordon,Aberdeen,1897,1
Gordon,Sunderland,1885,1
Gordon & Co.,Hartlepool,1899,1
Gordon & Co.,London,1879,1
Gordon & Co.,Peterhead,1893,1
Gorry & Co.,Belfast,1885,1
Gostling,London,1893,1
"Gothenbu[?] Foy, Morgan, & Co[?] Winther & Co.",Ipswich,1897,1
Gothenburg Coml Co.,London,1874,1
Gothenburg Commercial Co.,London,1874,1
Gottebohm & Co.,London,1883,1
Gourlay Bros. & Co.,Dundee,1877,1
Gourlay Brothers,Dundee,1875,1
Gourley,Dundee,1879,1
Gourley Bros. & Co.,Dundee,1883,1
Govan,Dundee,1887,1
Govan,Glasgow,1889,1
Govan & Co.,,1889,1
Govan & Co.,Glasgow,1887,1
Govan & Co.,Glasgow,1889,1
Govas Grimsby Ice Co.,Hartlepool,1893,1
Government,Grimsby,1899,1
Government,Tyne Ports,1887,1
Government & T. Bailey,Portsmouth,1887,1
"Government Dockyard, Haulbowline",Cork,1885,1
Governon & Co.,Sunderland,1880,1
Governor & Co.,Swansea,1879,1
Governor & Co.'s Successors,Aberdeen,1881,1
Gowan,Belfast,1881,1
Gowing,LOWESTOFT,1887,1
Gr gg & Co.,Belfast,1897,1
Grace &,Bristol,1899,1
Grace & Co. ; & Petter,Bristol,1899,1
Grace & Hayes,Bristol,1900,1
Grace & Hayes,London,1900,1
Graces & Hayes,Hull,1893,1
"Gracie, Beazley & Bros.",Newport,1897,1
Gradwell,Barrow-in-Furness,1877,1
Gradwell,Barrow-in-Furness,1881,1
Gradwell,Barrow-in-Furness,1893,1
Gradwell & Co.,Barrow-in-Furness,1895,1
Gradwell & Co.,Barrow-in-Furness,1897,1
Gradwell & Co.,Newry,1895,1
Graham,CARLISLE,1895,1
Graham,Dublin,1891,1
Graham,Maryport,1887,1
Graham,Maryport,1889,1
Graham,Swansea,1885,1
Graham,Tyne Ports,1883,1
Graham & Co.,,1875,1
Graham & Co.,Glasgow,1895,1
Graham & Co.,Glasgow,1897,1
Graham & Co.,Glasgow,1899,1
Graham & Co.,Hartlepool (West),1885,1
Graham & Co.,Liverpool,1898,1
Graham & Co.,London,1875,1
Graham & Co.,Tyne Ports,1895,1
"Graham, Anderson",,1881,1
"Graham, Anderson",Maryport,1881,1
"Graham, Anderson",Maryport,1887,1
"Graham, Anderson",Tyne Ports,1885,1
"Graham, Anderson, & Co.",,1881,1
"Graham, Anderson, & Co.",,1889,1
"Graham, Anderson, & Co.",CARLISLE,1893,1
"Graham, Anderson, & Co.",CARLISLE,1895,1
"Graham, Anderson, & Co.",Grangemouth,1883,1
"Graham, Anderson, & Co.",Newport,1883,1
"Graham, Anderson, & Co.",Tyne Ports,1885,1
"Graham, Anderson, & Co., Carlisle",Tyne Ports,1895,1
Grai-gyr Co.,Swansea,1889,1
Graigola Co.,Swansea,1889,1
"Graigola Co., Lim",Swansea,1889,1
Graigola Merthyr Co.,Swansea,1881,1
Graigola Merthyr Co.,Swansea,1889,1
Graigola Merthyr Co.,Swansea,1891,1
Graigola Merthyr Co.,Swansea,1897,1
Granadier Co.,Dundee,1887,1
Granberg,Hull,1879,1
Granberg,Liverpool,1875,1
Granberg & Co.,Grimsby,1885,1
Granbery,Greenock,1875,1
Grand & Co.,Birkenhead,1897,1
Grandidge,,1883,1
Grandidge,Chester,1883,1
Grandidge,Chester,1895,1
Grandidge,Hull,1885,1
Grandidge,Liverpool,1881,1
Grandidge,Liverpool,1899,1
Grandidge,QUEENBOROUGH,1889,1
Grange Coal Co.,Grangemouth,1883,1
Grange Coal Co.,Leith,1883,1
Grangemouth,Grangemouth,1889,1
Grangemouth Coal Co.,Glasgow,1893,1
Grangemouth Coal Co.,Grangemouth,1887,1
Grangemouth Coal Co.,Grangemouth,1893,1
Grangemouth Coal Co.,Grangemouth,1895,1
Grangemouth Coal Co.,Grangemouth,1897,1
Grangemouth Coal Co.,Grangemouth,1899,1
"Grangemouth Coal Co., Ltd.",Grangemouth,1899,1
Grangemouth Coal Company,Grangemouth,1874,1
Grangemouth Iron & Coal Co.,Borrowstounness,1889,1
Grannin,Bristol,1895,1
Grant,Cardiff,1881,1
Grant,Chester,1891,1
Grant,Leith,1885,1
Grant,Leith,1891,1
Grant & Aldcroft,MANCHESTER,1899,1
Grant & Co.,,1877,1
Grant & Co.,Grangemouth,1891,1
Grant & Co.,Granton,1883,1
Grant & Co.,Leith,1881,1
Grant & Son,Cardiff,1880,1
"Grant, Coeban, & Co.",Newry,1881,1
Grass,Hull,1884,1
Graves,DOUGLAS,1885,1
Graves,Sligo,1895,1
Graves,Waterford,1883,1
Graves,Waterford,1893,1
Graves,Waterford,1895,1
Graves,Waterford,1899,1
Graves & Co.,Londonderry,1883,1
Graves & Co.,Waterford,1887,1
Graves & Co.,Waterford,1889,1
Graves & Co.,Waterford,1891,1
Graves & Son,Bristol,1889,1
Graves & Sons,Bristol,1891,1
Gray,Dundee,1880,1
Gray,Fraserburgh,1887,1
Gray,Grimsby,1899,1
Gray,Hartlepool (West),1889,1
Gray,Hartlepool (West),1898,1
Gray & Co.,,1874,1
Gray & Co.,Fraserburgh,1881,1
Gray & Co.,Fraserburgh,1883,1
Gray & Co.,Fraserburgh,1889,1
Gray & Co.,Hartlepool (West),1883,1
Gray & Co.,Hartlepool (West),1886,1
Gray & Co.,Hartlepool (West),1891,1
Gray & Co.,Southampton,1897,1
Grder,London,1891,1
Great,LOWESTOFT,1895,1
Great Central Railway,Grimsby,1897,1
Great Central Railway Co.,Grimsby,1898,1
Great Eastern Railway,LOWESTOFT,1883,1
Great Eastern Railway,LOWESTOFT,1893,1
Great Eastern Railway Co.,LOWESTOFT,1887,1
Great Eastern Railway Co.,LOWESTOFT,1893,1
Great Eastern Railway Co.,LOWESTOFT,1895,1
Great Eastern Railway Co.,London,1889,1
Great Eastern Railway Co.,London,1895,1
Great Eastern Railway Company,LOWESTOFT,1893,1
Great Grimsby Coal Co.,Grimsby,1897,1
Great Grimsby Ice Co.,Fleetwood,1893,1
Great Grimsby Ice Co.,Goole,1891,1
"Great Grimsby Ice Co., Ltd.",Grimsby,1891,1
Great Mountain Collieries Co.,Llanelli,1891,1
Great Mountain Collieries Co.,Llanelli,1895,1
Great Mountain Collieries Co.,Llanelli,1897,1
"Great Mountain Collieries, Limited",Llanelli,1897,1
Great Mountain Colliery Co.,Llanelli,1895,1
"Great Mountain Colliery Co., Ltd.",Llanelli,1899,1
Great Northern Railway Co.,Belfast,1891,1
Great Northern of Scotland Railway Co.,Aberdeen,1881,1
Great Railway Co.,LOWESTOFT,1895,1
Great Southern & Western Railway,Cork,1893,1
Great Western Railway Co.,Cardiff,1895,1
Great Western Railway Co.,Gloucester,1881,1
Great Western Railway Co.,London,1899,1
Greek,Falmouth,1897,1
Green,Hartlepool (West),1885,1
Green,Ipswich,1881,1
Green,London,1883,1
Green & Co.,London,1895,1
Greenland dock,,1885,1
Greenland dock,,1887,1
Greenland dock,London,1887,1
Greenland docks,,1887,1
Greenland docks,London,1885,1
"Greenshields, Cowie & Co.",Liverpool,1899,1
Greenslade & Co.,Bristol,1895,1
Greenwell,Sunderland,1881,1
Greenwell & Co.,Sunderland,1885,1
Greenwood,London,1886,1
Greenwood & Co.,London,1891,1
Gregg,Belfast,1891,1
Gregg,Belfast,1893,1
Gregg & Co.,Liverpool,1897,1
Gregg & Co.,Swansea,1893,1
Gregg Bros.,Swansea,1879,1
"Gregg, Son, & Phoenix",Belfast,1885,1
Gregor,,1883,1
Gregor,,1885,1
Gregor,,1895,1
Gregor,Swansea,1885,1
Gregor,Swansea,1887,1
Gregor,Swansea,1889,1
Gregor,Swansea,1897,1
Gregor Bros.,Aberdeen,1881,1
Gregor Bros.,Greenock,1877,1
Gregor Bros.,Liverpool,1899,1
Gregor Bros.,Swansea,1892,1
Gregor Bros.,Swansea,1898,1
Gregor Bros.,Swansea,1900,1
Gregor Brothers,Swansea,1891,1
Gregory,EXETER,1885,1
Gregory,Swansea,1879,1
Gregory,Swansea,1889,1
Gregory & Co.,Bristol,1899,1
Greig & Co.,Liverpool,1881,1
Grey,Tyne Ports,1883,1
Grey,Tyne Ports,1895,1
Grey & Co.,Cork,1885,1
Grey & Co.,Liverpool,1879,1
Grey & Co.,London,1881,1
Grey & Co.,Tyne Ports,1889,1
Gribble,Swansea,1887,1
Gribble & Co.,,1885,1
Gridley & Co.,London,1883,1
Grieve & Son,Greenock,1883,1
"Grieve, Madsen, & Co.",Dundee,1875,1
"Grieve, Madsen, & Co.",Leith,1875,1
"Grieve, Madson & Co.",Granton,1875,1
Griffith Thomas,Swansea,1889,1
Griffith Williams,Aberystwyth,1881,1
Griffiths,Caernarfon,1881,1
Griffiths & Co.,Gloucester,1885,1
Griggs,Bristol,1897,1
Griggs,Cardiff,1897,1
Griggs,Hartlepool (West),1887,1
Griggs,Hartlepool (West),1889,1
Griggs,Hartlepool (West),1891,1
Griggs,Hartlepool (West),1897,1
Griggs,King's Lynn,1895,1
Griggs & Co.,,1889,1
Griggs & Co.,Cardiff,1893,1
Griggs & Co.,Hartlepool (West),1885,1
Griggs & Co.,Hartlepool (West),1893,1
Griggs & Co.,Hartlepool (West),1895,1
Griggs & Co.,Harwich,1897,1
Griggs & Co.,Llanelli,1889,1
Griggs & Co.,London,1895,1
Grimes,Cardiff,1885,1
Grimes,Cardiff,1887,1
Grimes & Co.,Cardiff,1885,1
Grimes Bros.,Cardiff,1883,1
Grimsby & Son,Barrow-in-Furness,1885,1
Grimsby Ice Co.,,1883,1
Grimsby Ice Co.,Colchester,1897,1
Grimsby Ice Co.,Grimsby,1879,1
Grimsby Ice Co.,Grimsby,1897,1
Grimsby Ice Co.,Grimsby,1898,1
Grimsby Ice Co. Limited,Grimsby,1891,1
Grimsby Ice Company,Grimsby,1887,1
Grimshaw & Co.,Liverpool,1874,1
"Grimwade, Ridley, & Co.",Liverpool,1891,1
Grindell & Co.,London,1885,1
Grom,Harwich,1897,1
Gronsund,London,1889,1
Groom,Colchester,1883,1
Groom,Colchester,1891,1
Groom,Colchester,1893,1
Groom,Harwich,1883,1
Groom,Harwich,1886,1
Groom,Harwich,1893,1
Groom,Ipswich,1883,1
Groom & Co.,,1889,1
Groom & Co.,Colchester,1883,1
Groom & Co.,Colchester,1889,1
Groom & Son,Harwich,1900,1
Groom & Son,Ipswich,1887,1
Groom & Sons,Harwich,1881,1
Groom & Sons,Harwich,1891,1
"Groom, Daniel, & Co.",Colchester,1889,1
"Groom, Daniel, & Co.",Harwich,1895,1
"Groom, Daniels",Colchester,1893,1
"Groom, Daniels, & Co.",Colchester,1881,1
"Groom, Daniels, & Co.",Colchester,1891,1
"Groom, Daniels, & Co.",Colchester,1893,1
Gros Bros.,Swansea,1883,1
Grout,London,1883,1
"Grove, McLean, & Co.",Hartlepool (West),1877,1
Grover,Liverpool,1885,1
Grover & Co.,Hull,1885,1
Grover & Co.,Liverpool,1885,1
Grover & Co.,Southampton,1885,1
Grover & Grover,,1885,1
Grover & Grover,Hull,1885,1
Grover & Grover,London,1886,1
Groves,,1879,1
Groves & Co.,,1883,1
Groves & Groves,,1885,1
"Groves, Maclean",Hartlepool (West),1879,1
"Groves, Maclean, & Co.",Grimsby,1877,1
"Groves, Maclean, & Co.",Hartlepool (West),1879,1
"Groves, McLean, & Co.",,1877,1
"Groves, McLean, & Co.",Hartlepool (West),1874,1
"Groves, McLean, & Co.",Hartlepool (West),1879,1
Grubb,Waterford,1885,1
"Grumer, Molirms, & Co.",London,1891,1
Grun,London,1893,1
Gruner,Hull,1897,1
Gruner,London,1895,1
Gruner,London,1897,1
Gruner & Co.,,1900,1
Gruner & Co.,Liverpool,1897,1
Gruner & Co.,London,1893,1
Gruner & Co.,London,1899,1
Gruner Molineux,London,1893,1
"Gruner, Molineus, & Co.",LOWESTOFT,1897,1
"Gruner, Molineus, & Co.",London,1895,1
"Gruner, Moller & Co.",,1897,1
Grüning & Co.,Liverpool,1897,1
Gt,Grimsby,1897,1
Gt. Grimsby Ice Co. & Order,Grimsby,1893,1
Gt. Grimshy Ice Co.,,1899,1
Gt. S. & W. Railway Co.,Dublin,1881,1
Gt. S. & W. Rly,Dublin,1899,1
Gt. Southern & Western Railway,Dublin,1895,1
Gt. Southern & Western Railway Co.,Dublin,1893,1
Guden & Co.,Fraserburgh,1891,1
Guelph Patent Cask Co.,London,1887,1
Gueret,Cardiff,1880,1
Gueret,Cardiff,1882,1
Gueret,Cardiff,1889,1
Gueret,Cardiff,1898,1
Gueret,Newport,1881,1
Gueret,Newport,1883,1
"Gueret, Ltd.",Newport,1899,1
Guest & Co.,Bristol,1897,1
"Guest, Keen & Co.",Swansea,1899,1
"Guest, brook, Sons, & Co.",,1885,1
Guild,Liverpool,1881,1
Guild & Co.,,1874,1
Guild & Co.,,1881,1
Guild & Co.,Liverpool,1881,1
Guild & Co.,London,1883,1
Guild & Co.,London,1884,1
Guild & Co.,London,1893,1
Guild & Co.,Middlesbrough,1891,1
Guldsadt & Co.,,1875,1
Guldstad,Alloa,1881,1
Guldstad,Borrowstounness,1881,1
Gullicksen,Yarmouth,1883,1
Gulliksen,Hartlepool (West),1883,1
Gulstad,Borrowstounness,1879,1
Gulstad & Co.,,1875,1
Gulstad & Co.,Borrowstounness,1881,1
"Gumer, Molasses",London,1891,1
Gundersen Master,Shoreham,1881,1
Gunderson,Boston,1893,1
"Gunston, Sons, & Co.",Liverpool,1887,1
Gurwen Colliery Co.,Swansea,1893,1
Gustad & Co.,Borrowstounness,1877,1
Guthrie & Co.,Liverpool,1877,1
Guthrie & Co.,London,1881,1
Gutstad & Co.,Bo'ness,1874,1
Gutteridge & Co.,Swansea,1891,1
Gutteridge & Scott,Swansea,1889,1
Gutteridge & Scott,Swansea,1891,1
Guy,London,1880,1
Guy,London,1881,1
Guy,London,1883,1
Guy & Co.,,1875,1
Guy & Co.,,1877,1
Guy & Co.,,1885,1
Guy & Co.,Bristol,1881,1
Guy & Co.,Cork,1883,1
Guy & Co.,Liverpool,1881,1
Guy & Co.,Liverpool,1885,1
Guy & Co.,London,1881,1
Guy & Co.,London,1885,1
"Guy, & c",Liverpool,1883,1
"Guy, & c",London,1883,1
"Guy, Bevan, & Co.",Liverpool,1881,1
"Guy, Bevan, & Co., Liverpool",,1881,1
Guéret,Cardiff,1899,1
Guéret & Co.,Cardiff,1899,1
"Guéret, Ltd.",Cardiff,1899,1
Gweek Timber Co.,Falmouth,1885,1
Gweek Timber Co.,Falmouth,1887,1
Gwenap Co.,Falmouth,1895,1
H & H. Tapson & Co.,COWES,1897,1
H Dempsey,Fleetwood,1897,1
H Rees,Cardiff,1899,1
H Tyrer,Liverpool,1897,1
"H ns Dessen, & Co.",Grimsby,1897,1
H. & A. Rose,Inverness,1883,1
H. & A. Ross,Inverness,1881,1
H. & A. Ross,Inverness,1883,1
H. & A. Rowe,Wexford,1893,1
H. & E. Bayly,Southampton,1897,1
H. & G,MANCHESTER,1899,1
H. & G. Bisley,London,1891,1
H. & G. Curwe[?],Preston,1895,1
H. & G. Curwen,,1897,1
H. & G. Curwen,Fleetwood,1889,1
H. & G. Curwen,LANCASTER,1889,1
H. & G. Curwen,Liverpool,1881,1
H. & G. Curwen,Liverpool,1889,1
H. & G. Curwen,London,1889,1
H. & G. Curwen,Preston,1893,1
H. & G. Curwen,Preston,1895,1
H. & G. Curwen & Co.,Barrow-in-Furness,1899,1
H. & G. Curwen & Co.,Boston,1893,1
H. & G. Curwen & Co.,COWES,1897,1
H. & G. Curwen & Co.,Dublin,1893,1
H. & G. Curwen & Co.,Fleetwood,1881,1
H. & G. Curwen & Co.,Fleetwood,1884,1
H. & G. Curwen & Co.,Fleetwood,1885,1
H. & G. Curwen & Co.,Fleetwood,1892,1
H. & G. Curwen & Co.,Hull,1893,1
H. & G. Curwen & Co.,Liverpool,1889,1
H. & G. Curwen & Co.,Rochester,1899,1
H. & G. Roberts,London,1895,1
H. & J. Bellas,,1881,1
H. & J. Martin,Belfast,1885,1
H. & J. Martin,Belfast,1893,1
H. & J. Martin,Yarmouth,1889,1
H. & R. Burt & Co.,London,1885,1
H. & R. Farquar,London,1885,1
H. & R. Fowler,Leith,1875,1
H. & R. Fowler,London,1881,1
H. & R. Fowler,London,1885,1
H. & R. Fowles,London,1897,1
H. & Singleton,Hull,1881,1
H. & T. & G. Mills,London,1874,1
H. & T. Bellas,,1881,1
H. & T. Bellas,,1883,1
H. & T. Bellas,,1891,1
H. & T. Bellas,,1895,1
H. & T. Bellas,,1899,1
H. & T. Bellem,,1883,1
H. & T. Dashwood,Portsmouth,1883,1
H. & T. Macausland,,1883,1
H. & T. Sellers,,1883,1
H. & T. Sellers,Belfast,1883,1
H. & Thos. Bell,,1889,1
H. A. Ennis,Wexford,1893,1
H. A. Gihon,,1893,1
H. A. Payne,Gloucester,1880,1
H. Aitken,Cardiff,1891,1
H. Andersen,London,1891,1
H. Anderson,Grimsby,1889,1
H. Arlson,Goole,1887,1
H. Armstrong,Tyne Ports,1881,1
H. Arveschoug & Co.,Tyne Ports,1881,1
H. Atkinson,,1874,1
H. Atkinson & Co.,Liverpool,1881,1
H. B. Ackerley & Son,Liverpool,1899,1
H. B. Cannell & Co.,Liverpool,1883,1
H. B. Jones & Bros.,,1891,1
H. Bamber & Co.,Liverpool,1899,1
H. Bannister,COWES,1881,1
H. Bannister,Caernarfon,1881,1
H. Barber,Liverpool,1897,1
H. Batchelor,Bristol,1898,1
H. Becker,London,1891,1
H. Bell & Co.,Liverpool,1898,1
H. Bellman,Plymouth,1885,1
H. Bennoldson & Son,Tyne Ports,1883,1
H. Bertram,Rochester,1883,1
H. Black & Co.,Leith,1899,1
H. Blaik,Leith,1883,1
H. Blaik,Leith,1887,1
H. Blaik,Leith,1891,1
H. Blaik,Leith,1893,1
H. Blaik,Leith,1899,1
H. Blaik & Co.,,1881,1
H. Blaik & Co.,,1883,1
H. Blaik & Co.,,1893,1
H. Blaik & Co.,Granton,1893,1
H. Blaik & Co.,Granton,1899,1
H. Blaik & Co.,Leith,1892,1
H. Blaik & Co.,Peterhead,1892,1
"H. Bland & Co, Ltd.",Cardiff,1899,1
H. Blessley,Portsmouth,1883,1
H. Blix,,1881,1
H. Bonton & Co.,Hull,1899,1
H. Brandt,London,1889,1
H. Brothers,,1877,1
H. Brown,Hartlepool (West),1885,1
H. Brown,Hartlepool (West),1893,1
H. Brown,Liverpool,1899,1
H. Brown,WISBECH,1885,1
H. Brown,WISBECH,1889,1
H. Brown,Yarmouth,1883,1
H. Brown & Co.,Fleetwood,1887,1
H. Brown & Son,Grimsby,1885,1
H. Brown & Son,Hartlepool (West),1877,1
H. Brown & Son,Hartlepool (West),1891,1
H. Brown & Sons,,1885,1
H. Brown & Sons,Grimsby,1893,1
H. Brown & Sons,Hartlepool (West),1887,1
H. Brown & Sons,Hartlepool (West),1889,1
H. Brown & Sons,Hartlepool (West),1891,1
H. Brown & Sons,Liverpool,1895,1
H. Brown & Sons,Maryport,1885,1
H. Brown & Sons,WISBECH,1881,1
H. Browning,London,1885,1
H. Brownlee,Grangemouth,1877,1
H. Bucknall & Co.,London,1891,1
H. Bunz,Grimsby,1887,1
H. Burbidge,Galway,1883,1
H. Burbidge,Galway,1885,1
H. Burden,Galway,1881,1
H. Burrell,Grangemouth,1874,1
H. Burrell & Co.,Bristol,1893,1
H. Burrell & Co.,Liverpool,1899,1
H. Burton & Son,London,1897,1
H. C. Benhider,Galway,1897,1
H. C. Bustich,Galway,1889,1
H. C. Damant,COWES,1885,1
H. C. Enke,London,1884,1
H. C. Fair & Bushdu,Galway,1887,1
H. C. Foyen,Colchester,1887,1
H. C. Hansen,Leith,1885,1
H. C. Hansen,Leith,1887,1
H. C. Jobson & Co.,Bristol,1897,1
H. C. Langhenrichs,,1881,1
H. C. Salvesen & Co.,Leith,1893,1
H. C. Schroeter,Cardiff,1897,1
H. Casper,Middlesbrough,1887,1
H. Casper & Co.,Middlesbrough,1899,1
H. Chathaux,Cardiff,1881,1
"H. Clayton, Son, & Co.",London,1874,1
